id,clubCode,name,shortName,alfabeticOrder,direction,town,province,telephone,fax,mail,mail2,president,contact,telephoneCR,telephoneMobileCR,web
2526,170284,CLUB BASQUET CASTELLO,C.B. CASTELLO,CASTELLO BASQUET CLUB,"PL. FRANCESC MACIA, S/N",CASTELLO D'EMPURIES,Girona,607141177,,clubbasquetcastello@gmail.com,,JOSEP ROCA I CUFFI,JOSE ARANDA SALVADOR,,607141177,
119,080198,A.D. BASQUET C.A.T.,C.A.T.             ,CAT,"Pg.  Maragall, 411 6º2ª",BARCELONA,Barcelona,686120041,,montse@basquetcat.net,info@basquetcat.net,MONTSE VICENT RIERA,MONTSERRAT VICENT RIERA,933074850,686120041,www.basquetcat.net
3521,081624,ASSOCIACIO ESPORTIVA CASTELLVI DE LA MARCA,,catellvimarca,passeig dels estudiants s/n,Castellví de la Marca,,626781775,,ctvm.esports@castellvidelamarca.cat,bfcastellvidelamarca@gmail.com,,Abril Coral Moreno,,690043339,
3511,430333,CLUB ESPORTIU ELS PALLARESOS ES MOU,,CE PALLARESOS,Avinguda Catalunya 93,Els Pallaresos,Tarragona,607671333,,elspallaresosesmou@gmail.com,,JAVIER RODRIGUEZ GARCÍA,LUIS YEBRA LOPEZ,,627026576,
329,170038,CLUB BASQUET CELLERA,CLUB BASQUET CELLER,CELLERA C.B.,Dr Codina 92,"CELLERA DE TER, LA",Girona,644454291,000000000,info@unioesportiva.cat,coordinador@unioesportiva.cat,JORDI RABIONET GONZALEZ,XEVI CREUS COLL,972421308,679302174,www.unioesportiva.cat
174,080447,CLUB BASQUET CENTELLES,C.B. CENTELLES     ,CENTELLES C.B.,"RONDA ESPORTS, S/N",CENTELLES,Barcelona,621292844,000000000,cbcentelles2023@gmail.com,,JORDI FONTSECA PARERA,AINA LANCHO MUSSONS,,621292844,
986,080129,CLUB BASQUET CERDANYOLA,C.B. CERDANYOLA    ,CERDANYOLA C.B.,Av. Guiera 6 i 8 soterrani porta 4,CERDANYOLA DEL VALLES,Barcelona,935910438,,cbcerdanyolabasquet@gmail.com,,JOSEP MARIA BLANCO GUERRERO,DANIEL ZAMORA SERRANO,935910438,658588343,www.cerdanyolabasquet.com
63,080086,CLUB BASQUET FEMENI CERDANYOLA,C.B.F. CERDANYOLA  ,CERDANYOLA C.B.F.,"Avinguda Guiera, 6-8",CERDANYOLA DEL VALLES,Barcelona,609744170,935807625,cbfcerdanyola1980@gmail.com,secretaria.cbfcerdanyola1980@gmail.com,JORDI MESTRE GONZALEZ,Jordi Romeu,,666 769 566,https://basquetfemenicerdanyola.cat/
309,081389,ASSOCIACIO ESPORTIVA BASQUET MVP CERVELLO,A.E. MVP. CERVELLO ,CERVELLO AE MVP,calle sant joan 15,CERVELLO,Barcelona,607409627,000000000,coordinador@mvpcervello.org,,LAURA PI FORT,Manuel Paez,,607409627,
389,250002,CLUB BASQUET CERVERA,CLUB BASQUET CERVER,CERVERA C.B.,Apartat de Correus 145,CERVERA,Lleida,646703162,,info.basketcervera@gmail.com,,JOAN RAMON ALBAREDA SEGURA,GERARD MARSOL ESCOLÀ,,611462081,www.cbcervera.cat
251,081292,CLUB BALONCESTO CIC,C.B. CIC           ,CIC C.B.,"C/ FELIP II, 51-55 7e 2a",BARCELONA,Barcelona,619425439,,info@cbcic.cat,ferran510@hotmail.com,JOSEP MARIA SANS BLASCO,ALEIX MARTINEZ,,676 87 01 85,www.cbcic.cat
155,080347,CÍRCOL CATÒLIC DE BADALONA,CIRCOL CATOLIC BADA,CIRCOL CATOLIC BADALONA,"C\Sant Anastasi, 2",BADALONA,Barcelona,933844556,,areatecnica@elcircol.cat,,ANTONI FORTEZA BRUGUÉ,MIKI SEGURA ,933844556,690095089,elcircol.cat/basquet
2480,081438,ASSOCIACIO ESPORTIVA CIUTAT VELLA,A.E. CIUTAT VELLA  ,CIUTAT VELLA A.E.,"Carrer Sant Rafael, 38-42, baixos",BARCELONA,Barcelona,602259691,933022877,basquetaecv@aeciutatvella.cat,basquetaecv@aeciutatvella.cat,ISABEL  GARCIA BORDA,Anna Algueró Serraima,,602259691,www.aeciutatvella.cat
159,080353,CLUB BASQUET CIUTAT VELLA,C.B. CIUTAT VELLA  ,CIUTAT VELLA C.B.,"RIBERA, 8 entl. 1a.",BARCELONA,Barcelona,686562100,933106744,cb.ciutatvella@gmail.com,,MARIA REYES ZUDAIRE GALDEANO,ALEXANDER GIL ZIEGLER,932457361,657750670,
434,430014,ASSOCIACIO ESPORTIVA CLARET,ASSOCIACIO ESPORTIV,CLARET AE,Arquitecte Vives 105,VALLS,Tarragona,608826269,,aeclaret.valls@gmail.com,,IVAN SANAHUJA LÓPEZ,Pau Ferré Besora,,608 82 62 69,https://aeclaretvalls.org/
148,080329,UNIO ESPORTIVA CLARET,U.E. CLARET        ,CLARET UE,"SANT ANTONI M. CLARET, 49",BARCELONA,Barcelona,666733308,932701349,federacio@basquetclaret.cat,fusqui@gmail.com,ÁLVARO SITJES ACHA,RUBEN CHACON FUSCHINO (WhatsApp),930000000,666733308,www.basquetclaret.cat
172,080443,FUNDACIO PRIVADA CLAROR,F.P. CLAROR,CLAROR F.P.,C/SARDENYA 333,BARCELONA,Barcelona,934761390,934761391,coordinaciosafaclaror@gmail.com,,GABRIEL DOMINGO I ROGET,JOAN MATEU RODÓN,934761390,686074236,https://claror.cat/mes-que-fitness/esport-per-tothom/seccions-esportives/safa-claror/
3522,081625,CLUB DE BASQUET SANT GABRIEL DE RIPOLLET,CLUB DE BASQUET SAN,CLUB DE BASQUET SANT GABRIEL DE RIPOLLET,c/ Nord 32,ripollet,Barcelona,672191547,,coordinacio@bsgr.org,direccio@bsgr.org,DAVID  RAURELL MARTÍNEZ,ALBERT URIBE,,672191547,www.bsgr.org
191,080582,CLUB BASQUET COLL,CLUB BASKET COLL   ,COLL C.B.,"c/. Castellterçol, s/n.",BARCELONA,Barcelona,637099133,,gestioesportiva@cbcoll.cat,info@cbcoll.cat,JAUME DE LA CRUZ VENTURA,Raquel Alonso,,637099133,www.cbcoll.cat
197,080602,CENTRE CULTURAL I RECREATIU COLLBLANC-TORRASSA,A.E.C. COLLBLANC LA,COLLBLANC LA TORRASSA A.E.C.,C/ Rosich 12,"HOSPITALET DE LLOBREGAT,L'",Barcelona,934470348,934470348,aeccollblanc@aeccollblanc.com,dt@aeccollblanc.com,LUIS SÁNCHEZ SÁNCHEZ,MIGUEL ANGEL GOMEZ LEON,,687532306,www.aeccollblanc.com
3504,081621,SECCIO ESPORTIVA COMUNIDAD LA SALLE BONANOVA,,COMUNIDAD LA SALLE BONANOVA ,Passeig Bonanova 8,Barcelona,Barcelona,646339436,,basquet@cebonanova.lasalle.cat,,JORDI GIBERT GARDELL,Juan Couto,934182626,646339436,
2742,430314,CLUB BASQUETBOL CONSTANTI,C.B. CONSTANTI,CONSTANTI C.B.,AVDA. ONZE DE SETEMBRE,CONSTANTI,Tarragona,649798164,000000000,basquet.constanti@gmail.com,,JULIAN VALERO BARRENA,JULIAN VALERO BARRENA,977522641,649798164,
112,080185,CLUB BALONCESTO CORAZONISTAS,C.B. CORAZONISTAS  ,CORAZONISTAS C.B.,"CAPITA ARENAS, 66 5.2.",BARCELONA,Barcelona,658801070,000000000,cbcoras@hotmail.es,,JOAN OLIVERAS BARRULL,JORGE  GIMENO DE LA FUENTE,,658801070,
252,081293,CLUB BASQUET CORBERA,C.B. CORBERA       ,CORBERA C.B.,AVINGUDA JOSEP TARRADELLAS S/N,CORBERA DE LLOBREGAT,Barcelona,623190459,000000000,cb.corbera@basquetcatala.org,d.tecnicacbcorbera@gmail.com,ESTER  GIRÓ INFANTE,MIGUEL ÀNGEL LUQUE,,623190459,www.cbcorbera.com
192,080589,BASQUET FEMENI CORNELLA,B.F. CORNELLA      ,CORNELLA B.F.,C/ MARIA BENLLIURE S/N (POLIESPORTIU CAN CARBONELL),CORNELLA DE LLOBREGAT,Barcelona,654385344,000000000,federacio@basquetfemenicornella.com,,FRANCISCO LAO DEL VALLE,XAVIER PIZARRO GONZALEZ ,624225249,604951317,www.basquetfemenicornella.com
21,080030,CLUB BASQUETBOL CORNELLA,C.B. CORNELLA      ,CORNELLA C.B.,"C/ RUBIO I ORS, 158 1ª",CORNELLA DE LLOBREGAT,Barcelona,651901098,933773139,secretaria.basquetcornella@gmail.com,,JOSE MANUEL  HERNANDEZ GONZALEZ,Gustavo Oliver Fernández,934740282,653245639,www.cbcornella.com
275,081343,CREU ALTA SABADELL BASQUET CLUB,CREU ALTA-SABADELL ,CREU ALTA-SABADELL BASQUET,CARRETERA DE PRATS 2,SABADELL,Barcelona,628765194,937163340,info@creualtabasquet.cat,,ENRIC CAMPOS CHAURE,ROGER PÉREZ PAREJA,937163340,628765194,www.creualtabasquet.cat
3190,170309,CLUB BASQUET CRISTINENC,C.B. CRISTINENC,CRISTINENC CLUB BASQUET,av de la platja 82,castell d'aro,Girona,649933833,,cbcristinenc@gmail.com,,NARCÍS REMUS CONCHILLO,Narcís Remus,,649933833,www.cbcristinenc.com
245,081265,CLUB BASQUET CUBELLES,C.B. CUBELLES      ,CUBELLES C.B.,"AVDA. ONZE DE SETEMBRE, S/N",CUBELLES,Barcelona,626959561,,cbcubelles@gmail.com,femeniasan@gmail.com,JORDI  FEMENIA SEGURA,RAUL GIMENEZ SAVIRON,,606332487,www.cbcubelles.cat
2402,080101,ASSOCIACIO ESPORTIVA ESCOLAR COL·LEGI CULTURAL DE BADALONA,A.E.E. COL·LEGI CUL,CULTURAL A.E.E. COL·LEGI,C/TERMES 10,BADALONA,Barcelona,696185939,934644530,basquetculturalbadalona@gmail.com,,JOSE LUIS DIAZ CASTILLO,JOAQUIM SANCHEZ COSTA,,696185939,
2524,430281,ASSOCIACIO BASQUET CUNIT,A.B. CUNIT,CUNIT ASSOCIACIÓ BÀSQUET,ESTOCOLMO 8,CUNIT,Tarragona,695674558,901020364,basquetcunit@gmail.com,,VICTOR VACAS VELASCO,IAGO VACAS FERNANDEZ,977165677,620073334,
2679,081521,CLUB ESPORTIU DIAGONAL MAR,C.E. DIAGONAL MAR,DIAGONAL MAR C.E.,"LEPANTO , 326",BARCELONA,Barcelona,615318344,932211431,jordicasbai@hotmail.es,,MIQUEL DOMINGUEZ ESPAÑOL,JORDI CASANOVAS BAILE,934557738,615318344,www.cediagonalmar.com
46,080059,ASSOCIACIO ESPORTIVA DOSA BADALONA,A.E. DOSA          ,DOSA BADALONA A.E.,ALFONS XII 111,BADALONA,Barcelona,656902294,933996612,enric.cairo@salesians.cat,,SALVADOR RAMOS CANTOS,ENRIC CAIRÓ CÉSPEDES,933877254,656902294,
185,080511,BASQUET DRAFT GRAMENET,BASQUET DRAFT GRAME,DRAFT GRAMENET B.,"Lluis Companys, 9 3er. (Despatx 7)",SANTA COLOMA DE GRAMANET,Barcelona,626401787,000000000,draftgramenet@basquetcatala.org,,ALMUDENA ORIHUELA ALCAIDE,Marc Roset,,626401787,
2266,430052,ASSOCIACIO DE MARES I PARES D'ALUMNES EL CARME,S.E AMPA. EL CAR,EL CARME S.E.AMPA,TORRES JORDI Nº18 ESCB 4-3,TARRAGONA,Tarragona,681983590,977233499,elcarmebasquet1974@gmail.com,,MONTSERRAT MARTÍNEZ SAHUQUILLO,JORDI BONDIA PEDRA,,681983590,
140,080301,ASSOCIACIO CENTRE CULTURAL EL SOCIAL,C.C. EL SOCIAL,EL SOCIAL CENTRE CULTURAL,FONT VELLA 40,TERRASSA,Barcelona,669023284,937831917,basquet@elsocial.cat,,JOAN  MOLINÉ OLIVA,NÚRIA MOLINÉ COLOM,937831917,669023284,
3145,430322,ASSOCIACIO ESPORTIVA ESCOLAR ELISABETH DE SALOU,A..E.E. ELISABETH D,ELISABETH DE SALOU ASSOCIACIÓ ESPORTIVA,"MIQUEL MARTI I POL, 1",SALOU,Tarragona,619041787,,coordinacio.basquet.elisabeth@gmail.com,franmena@escolaelisabeth.com,INES COMPANYS ZAPATER,MARC TORRELL BUESO,977383851,619041787,
209,080813,CLUB BASQUET EMMA-GASSO,C.B.F. GASSO DE RIP,EMMA-GASSO CLUB BASQUET,"C/ Calvario 32 ,3o 1a",Ripollet,Barcelona,604463479,,femgasso@basquetcatala.org,,JOAN  MARTINEZ MACIAS,Charlie Alceda,,604463479,
3390,250140,BASQUET CLUB ENCAMP,B.C. ENCAMP,ENCAMP CLUB BASQUET,"ATMETLLER, 6 BAIXOS",VILA-.SESCA,Tarragona,376890361,,basket@andorra.ad,,ÒSCAR MORAGA MARTÍNEZ,,,,
2368,081400,CLUB ESPORTIU ESCOLA DEL CARME SABADELL,C.E. ESCOLA DEL CAR,ESCOLA CARME SABADELL,"Carrer Garcilaso, 36",Sabadell,Barcelona,667606869,,basquet@escoladelcarme.cat,victordearana@hotmail.com,ALBERT MERINO ALVAREZ,VICTOR DE ARANA PASTOR,,605841751,https://www.instagram.com/ceecsabadell?igsh=MXJ6NnRoOTZkbjdzeg==
341,170063, ESCOLA PIA D'OLOT ,A.E.E. ESCOLA PIA D,ESCOLA PIA D'OLOT A.E.E.,PLAÇA CLARÀ ,OLOT,Girona,696879987,972270915,epobasquet@olot.epiaedu.cat,,FERRAN SALA  XIFRE,Ferran Lucena Llagostera,972260212,696879987,
158,080352,ASSOCIACIO ESPORTIVA ESCOLAR ESCOLA PIA GRANOLLERS,ESCOLA PIA GRANOLLE,ESCOLA PIA GRANOLLERS,"AV/ SANT ESTEVE, 14",GRANOLLERS,Barcelona,629207672,938793318,pere.gomez@epiagranollers.cat,,XAVIER AMBROS ILLA,ABRIL ANDRÉS MIR,,606124865,
3075,081572,ESCOLA PIA IGUALADA,ESCOLA PIA IGUALADA,ESCOLA PIA IGUALADA,"Pl. Castells, 10",IGUALADA,Barcelona,628324262,,extraescolars.igualada@escolapia.cat,,JAUME ARS BOSCH,ROGER BARS CATALÀ,938032700,638102576,
104,080162,CLUB ESPORTIU ESCOLA PIA DE SABADELL,C.E. ESCOLA PIA SAB,ESCOLA PIA SABADELL CE,"CARRER ESCOLA PIA, 92",SABADELL,Barcelona,647791466,000000000,basquet@basquetpiasabadell.cat,,RAMON  CARRERA LLUELLES,DAVID MORENO GARCIA,,639241526,www.basquetpiasabadell.cat
3375,081609,SECCIO ESPORTIVA ESCOLA PIA SANT ANTONI,S.E. EPSA,ESCOLA PIA SANT ANTONI S.E.,"Ronda de Sant Pau, 72",Barcelona,Barcelona,934410605,,esports.epsa@santantoni.epiaedu.cat,josep.santamaria@santantoni.epiaedu.cat,EDUARD  MAZA GRAU,JOEL BELMONTE ,934410605,695165556,
2739,081539,ESCOLA PIA SARRIA,ESCOLA PIA SARRIA,ESCOLA PIA SARRIA,"IMMACULADA, 25-35",BARCELONA,Barcelona,669745522,000000000,carme.pla@sarria.epiaedu.cat,borja.costa@sarria.epiaedu.cat,NATÀLIA LLORENTE SANCHO,CARME  PLA,932120908,669745522,www.epsarria.es
381,170256,CLUB BASQUET ESCOLAPIES DE FIGUERES,C.B. ESCOLAPIES FIG,ESCOLAPIES FIGUERES C.B.,carrer PERALADA 55,FIGUERES,Girona,636098708,972673510,secretaria@cbescolapies.org,,MARTÍ  CARBÓ CARRETÉ,MANEL COMPTE BOSCH,,606064540,www.cbescolapies.cat
3276,081595,CLUB DEPORTIU ESPANYOL SENTIMENT PERICO,CDE ESPANYOL SENTIM,ESPANYOL SENTIMENT PERICO CLUB DEPORTIU,"PAU CLARIS, 176, 1.1.",BARCELONA,Barcelona,658801070,,sdespanyolbasquet@gmail.com,i.espiga@telefonica.net,ARNAU BAQUE ROIG,Jorge Gimeno,,658801070,www.sdespanyol.com
85,080131,CLUB BASQUET ESPARREGUERA,C.B. ESPARREGUERA,ESPARREGUERA C.B.,"Hospital, 37",ESPARREGUERA,Barcelona,647774811,937774811,info@cbesparreguera.cat,,JOAN  VENDRELL GIMENEZ,MARC RAVENTÓS FERRES,,627030736,www.cbesparreguera.cat
2553,081468,CLUB BASQUET NOU ESPLUGUES,C.B. ESPLUGUES,ESPLUGUES CLUB BASKET,"CEM LES MORERES - PLAÇA MORERES, S/N",ESPLUGUES DE LLOBREGAT,Barcelona,690838539,,be@basketesplugues.com,presidencia@basketesplugues.com,NOEMÍ REQUENA SINTES,XAVIER ARDANUY,,626123404,www.basketesplugues.com
2523,081454,CLUB ESPORTIU EUROPA SPORTS CENTER,C.E. EUROPA ESPORTS,EUROPA SPORTS CENTRE C.E.,"Av Pla del Vinyet, 110",SANT CUGAT DEL VALLÉS,Barcelona,619805398,936755263,basketball@eisbarcelona.com,,ESTHER HERRANZ FRIAS,RAMON VILLADELPRAT FONTANA,935898420,619805398,www.eisbarcelona.com
3383,430330,FARLAWSPORTS BASKET TEAM TARRACONENSIS CLUB DE BASQUET,FARLAWSPORTS B.T.T ,FARLAWSPORTS BASKET TEAM TARRACONENSIS CLUB DE BASQUET ,"AVINGUDA VIDAL I BARRAQUER, 22, 7.3.",TARRAGONA,Tarragona,977317662,,info@farlawsports.com,,DONATO PEÑA JULIAN,Lluís Oliach Ortiz,977317662,617538482,Farlawsports.com 
326,170024,CLUB BASQUETBOL FARNERS,CLUB BASQUET FARNER,FARNERS C.B.,Avinguda Salvador Espriu S/n Pavelló els Saioners,SANTA COLOMA DE FARNERS,Girona,722123463,972841146,coordinador@cbfarners.com,,JORGINA TOMAS CAMPASOL,MIQUEL URIBE FAIXEDAS,972841146,722123463,www.cbfarners.com
2899,081563,CLUB DE BASQUET FENIX ANDREUENC,C.B. FENIX ANDREUEN,FENIX ANDREUENC CLUB DE BÀSQUET,C/ SANTA COLOMA 39,Barcelona,Barcelona,611482740,,info@uesabasket.com,sergiomendez@uesabasket.com,MARC MOYA RUIZ,MARC MOYA RUIZ,664541031,664541031,www.uesabasket.com
328,170034,BASQUET CLUB FONTAJAU,BASQUET CLUB FONTAJ,FONTAJAU B.C.,PRUDENCI BERTRANA nº 5  3º-2ª,GIRONA,Girona,659884049,000000000,bcfontajau@gmail.com,fcondeluengo@gmail.com,FELIX CONDE LUENGO,FELIX CONDE LUENGO,,630272017,www.bcfontajau.com
2567,170289,ATLETIC CLUB BASQUET FONTCOBERTA,AT. CB FONTCOBERTA,FONTCOBERTA ATLÈTIC CLUB BÀSQUET,AVDA. DE LA PEDRERA,FONTCOBERTA,Girona,628318057,000000000,basquetfontcoberta@hotmail.com,,FELIP JULBE SERRA,FELIP JULBE SERRA,972580091,628318057,
2735,250134,FORÇA LLEIDA CLUB ESPORTIU,FORÇA LLEIDA CLUB E,FORÇA LLEIDA CLUB ESPORTIU,PRAT DE LA RIBA 113-117,LLEIDA,Lleida,665656565,000000000,gerencia@flleida.cat,gestio@flleida.cat,ALBERT ALIAGA COLOM,RAMON BORDAS MANJON,973233033,608025259,www.flleida.cat
358,170184,AGRUPACIO ESPORTIVA FORNELLS,A.E. FORNELLS,FORNELLS A.E.,C/ Riu,FORNELLS DE LA SELVA,Girona,630280453,972418150,basquet.aefornells@gmail.com,basquet.aefornells@gmail.com,FRANCESC  TRIOLA RIERA,LAURA ORTEGA PLAZA,972239225,630280453,
281,081352,CLUB FUTBOL FREDERIC MISTRAL,C.F. FREDERIC MISTR,FREDERIC MISTRAL C.F.,C/Pere II de Montcada 8,BARCELONA,Barcelona,650464686,932033575,gquerol@cimdestela.cat,,XAVIER ABALLÍ SANMARTÍ,GERARD  QUEROL BENEDITO,932031280,650464686,
143,080313,ASSOCIACIO DEPORTIVA ESCOLAR FUSTER,A.D.E. FUSTER      ,FUSTER A.D.,C/ Sant Jeroni n.38,SANTA COLOMA DE GRAMANET,Barcelona,933917954,933917954,basketfuster@gmail.com,,JOSÉ  PÉREZ GONZÁLEZ ,Antonio Ruiz ,,622013859,www.adefuster.com
142,080307,CLUB BASQUET LA GARRIGA,C.B. LA GARRIGA    ,GARRIGA C.B. LA,"FREDERIC MOMPOU, 13","GARRIGA, LA",Barcelona,690378631,938605369,club.basquet.la.garriga@gmail.com,,RAIMON NUALART MERCADÉ,RAIMON NUALART MERCADÉ,938716645,690378631,https://cblagarriga.cat/
36,080046,UNIO ESPORTIVA GAUDI,U.E. GAUDI         ,GAUDI U.E.,"BERGNES DE LAS CASAS, 21-23",BARCELONA,Barcelona,606995983,000000000,uegaudi@uegaudi.com,,ANTONI ALMASQUE VALENTI,VALERI MALAGELADA MARTI,,647464160,www.uegaudi.com
23,080032,CLUB BASQUETBOL GAVA,C.B. GAVA          ,GAVA C.B.,POMPEU FABRA 144-152,GAVA,Barcelona,681340897,000000000,direccio@basquetgava.cat,direccio@basquetgava.cat,XAVIER ESTEBAN,JOAN ALBALAT BO,936624691,695043621,www.basquetgava.cat
344,170088,GRUP EXCURSIONISTA I ESPORTIU GIRONI (GEiEG),GEIEG              ,GEIEG,"Carrer Empúries, 47",GIRONA,Girona,638743703,,basquet@geieg.cat,carlossuris@gmail.com,FRANCESC CAYUELA LOPEZ,CARLOS SURIS,972171182,638743703,www.geieg.cat
86,080132,CLUB ESPORTIU GELIDA,C.E. GELIDA        ,GELIDA C.E.,CONVENT 22,CASTELLVÍ DE ROSANES,Barcelona,647078577,000000000,cegelida@gmail.com,,CONRAD DAGÃ€ PALLARÃˆS,Santa Carrasco Macias,,647078577,
3513,170315,CLUB BASQUET GIRONA 2014 SAD,,GIRONA 2014 CLUB BASQUET,Av. del President Josep Tarradellas i Joan 22,GIRONA,Girona,872417316,,cnadal@basquetgirona.com,administracio@basquetgirona.com,MARC GASOL SAÉZ,CARLES NADAL,600231510,600231510,
2515,081448,GRAMENET BASQUET CLUB,GRAMENET B.C.,GRAMENET B.C.,C/ Ginesta s/n,SANTA COLOMA DE GRAMANET,Barcelona,634413022,000000000,gramenetbc@basquetcatala.org,,ALBERT  GODOY NAVARRO,ALBERT GODOY NAVARRO,000000000,634413022,
1,080001,CLUB BASQUET GRANOLLERS,C.B. GRANOLLERS    ,GRANOLLERS C.B.,"CARRER GIRONA, 222",GRANOLLERS,Barcelona,649348879,938401833,cbg@cbgranollers.cat,,JOAN  NADAL CASTELLS,TONI  JANE CASADEMUNT,938401833,620507508,www.cbgranollers.cat
319,170014,CLUB BASQUET GRIFEU DE LLANÇA,CLUB BASQUET GRIFEU,GRIFEU-LLANÇÀ C.B.,C/DOLORS FALCO Nº9 2a,LLANÇA,Girona,626834289,,ccllanca@gmail.com,areslopezluis@gmail.com,JOAN  COSTART BONAREU,LLUIS ARES LOPEZ,,692729404,cbgrifeu.cat
24,080033,CLUB BASQUET GRUP BARNA,C.B. GRUP BARNA    ,GRUP BARNA C.B.,"Carrer de la Llacuna, 170",BARCELONA,Barcelona,688265230,930026680,cbgrupbarna@gmail.com,coordinaciocbgrupbarna@gmail.com,SANTOS GARCIA YAGÜE,ELOY ACEDO SALIDO,688265230,690316114,www.cbgrupbarna.com
255,081304,CLUB BASQUET GUINARDO,C.B. GUINARDO      ,GUINARDO CB,"maspons i labros, 19 2on 1ª",BARCELONA,Barcelona,670202600,932311313,jmvbasquet1960@live.com,,JORDI PEREZ SAMITIER,JULI MONROIG VIVES,934464399,670202600,
2439,250089,ASSOCIACIO CONSELL LOCAL D'ESPORTS DE GUISSONA,A.C. LOCAL D'ESPORT,GUISSONA A.C.L.E.,"RAMBLA SEGADORS, 67",GUISSONA,Lleida, 621123542,973550184,acleguissona.basquet@gmail.com,acle@guissona.cat,PILAR  SUBARROCA TRESENS ,Miquel Farran Pich,,640684762,
37,080047,UNIO ESPORTIVA D'HORTA,U.E. HORTA         ,HORTA U.E.,"C/ FELIU I CODINA, 27",BARCELONA,Barcelona,934276479,,basquet@uehorta.cat,,FRANCISCO CARMONA SORIA,JOAN CARLES DIEZ,934276479,679097710,www.uehorta.cat
25,080034,ASSOCIACIO CENTRE CATOLIC DE L' HOSPITALET DE LLOBREGAT,CENTRE CATOLIC HOSP,HOSPITALET C.C. L',RAMBLA JUST OLIVERAS 34,"HOSPITALET DE LLOBREGAT,L'",Barcelona,690 07 16 15,932610761,direcciotecnica.catolic@gmail.com,,EDUARD ARRIETA AYMEMI,Francisco Cruz García,932610761,680697844,www.basquetentrecatolic.com
7,080009,CLUB BASQUET L'HOSPITALET,C.B. L'HOSPITALET  ,HOSPITALET CB L',"C/RIERA DE L'ESCORXADOR, 15","HOSPITALET DE LLOBREGAT,L'",Barcelona,933375672,,cbh@cbhospitalet.cat,fotos@cbhospitalet.cat,JOAN RAMON PATÓN I MATA,XAVIER GUIA,933375672,646400095,www.cbhospitalet.cat
338,170050,CLUB BASQUETBOL HOSTALRIC,CLUB BASQUET HOSTAL,HOSTALRIC C.B.,"C/ Baixada de l'Estació 6, 3r-2a",HOSTALRIC,Girona,652201381,669274692,cbhostalric@gmail.com,,CAROLINA SAURI LOPEZ,CARLES BLÁZQUEZ BERENGUER,,669274692,
65,080093,CLUB BASQUET IGUALADA,C.B. IGUALADA      ,IGUALADA C.B.,C/ CARLES RIBA S/N,IGUALADA,Barcelona,651193289,0000000000,cbi.area.secretaria@gmail.com,cbi.juntadirectiva@gmail.com,LIDIA ESTANY IBORRA,LÍDIA ESTANY,,651193289,www.clubbasquetigualada.cat
162,080362,CLUB BASQUET IMMA,CLUB BASQUET IMMA  ,IMMA C.B.,"XIFRE, 20 2-2",BARCELONA,Barcelona,696367660,000000000,infocbimma@gmail.com,,JAIRO PÉREZ ARRANZ,CRISTINA SAYOS TRAPOTE,932329975,696367660,www.cbimma.com
66,080094,CENTRE D'ESPORTS IPSI,C.E. IPSI,IPSI C.E.,"COMTE BORRELL, 243-249 - ESCOLA IPSI",BARCELONA,Barcelona,932558524,000000000,ce.ipsi@basquetcatala.org,xavier.sanchez@ipsi.cat,JOSEP ORIOL BLANCHER I PACH,XAVIER SÁNCHEZ I LÓPEZ,934449000,932558524,cesports.ipsi.cat
26,080035,JAC CLUB SANTS,JAC CLUB SANTS     ,JAC SANTS CLUB,Ferreria 18,BARCELONA,Barcelona,669400110,000000000,coordinaciogran@jacsants.cat,info1935@jacsants.cat,ALBERT  CASTELLS,SERGI MARCO,,697222614,www.jacsants.cat
3280,081597,CLUB ESPORTIU JESUITES EL CLOT,C.E. JESUÏTES EL CL,JESUÏTES EL CLOT C.E.,"Valencia, 680",Barcelona,Barcelona,933525052,,sandra.carballares@fje.edu,rafael.tejada@fje.edu,JOAQUIM MOLINA VALLEJO,Sandra Carballares Palma,,680859572,
3427,081612,CLUB ESPORTIU JESUITES GRACIA-KOSTKA,C.E. JESUITES GRACI,JESUITES GRACIA-KOSTKA CLUB ESPORTIU,RIERA CAN TODA 29-31,BARCELONA,Barcelona,932103605,,ruben.zubillaga@fje.edu,ruben.zubillaga@fje.edu,ANNA SEGURA SEGURA,RUBÉN ZUBILLAGA JIMÉNEZ,,640256760,www.kostka.fje.edu
2484,080249,"AMPA COL·LEGI JESUS, MARIA I JOSEP DE BARCELONA",AMPA JESUS MARIA I ,JESUS MARIA I JOSEP AMPA COL·LEGI,Carrer Pare Manyanet 5,BARCELONA,Barcelona,623512311,000000000,basquet.ampa@santandreu.manyanet.org,,XAVIER  MARGARIT SANTALLUSIA,Anastasia López Velilla,000000000,623512311,www.jmjbasquet.com
235,081238,CLUB JOVENTUT ESPORTIVA DE TERRASSA,J.E. TERRASSA      ,JET TERRASSA,"Pavelló Municipal Can Jofresa, C/Badalona, 4, 08223 Terrassa, Barcelona",TERRASSA,Barcelona,639 110 450,,jet@basquetcatala.org,secretaria@jeterrassa.com,XAVI COMAS CORRAL,JOSE JIMENEZ,,620873606,www.jeterrassa.com
